system:index,LST,NDBI,NDVI,NDWI,QA_PIXEL,QA_RADSAT,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,.geo,longitude,latitude
2219,61.368162530000006,0.0833648102292917,0.0997868304882756,-0.1484207943351912,21824.0,0.0,9850.5,10517.5,12146.5,13408.0,16380.5,19360.0,16992.5,160.0,6353.5,54276.5,14055.0,1470.0,9486.0,417.0,401.5,12312.0,3072.0,"{""type"":""Point"",""coordinates"":[81.6487328673034,21.13080459221658]}",81.6487328673034,21.13080459221658
627,60.89989379000002,0.0695827516674422,0.114654179209871,-0.1507942598419154,21824.0,0.0,9245.5,9781.0,11066.0,11911.0,14996.0,17239.0,15188.0,224.0,6355.0,54139.5,14086.0,1470.0,9653.0,134.0,250.0,12406.0,3070.5,"{""type"":""Point"",""coordinates"":[81.63410029539247,21.12773112384728]}",81.63410029539247,21.12773112384728
1528,60.46409624,0.0671450839681185,0.1078395417474371,-0.1502865017770363,21824.0,0.0,9430.0,10134.5,11715.0,12771.5,15859.0,18142.0,15905.0,192.0,6353.0,54012.0,14081.5,1470.5,9652.0,81.0,236.0,12355.5,3072.5,"{""type"":""Point"",""coordinates"":[81.63716206551805,21.118804914952836]}",81.63716206551805,21.118804914952836
567,60.412825940000005,0.0818901847136446,0.0985759014240985,-0.1526315789473684,21824.0,0.0,9707.0,10291.0,11994.5,13387.5,16315.5,19226.0,17051.5,160.0,6352.5,53997.0,14114.0,1471.0,9667.0,106.0,241.0,12363.0,3074.0,"{""type"":""Point"",""coordinates"":[81.6216390188332,21.11843213755277]}",81.6216390188332,21.11843213755277
1855,60.16843750999999,0.0735125530207497,0.0965553501467071,-0.1467745082388832,21824.0,0.0,9646.5,10340.0,12026.0,13317.0,16163.5,18728.5,16424.0,160.0,6354.5,53925.5,14124.0,1470.5,9647.0,143.0,252.0,12319.5,3072.0,"{""type"":""Point"",""coordinates"":[81.61618644651011,21.128125788946125]}",81.61618644651011,21.128125788946125
841,60.16501949000002,0.0553538461538461,0.1152847152847152,-0.1510788669553643,21824.0,0.0,9159.0,9834.0,11321.0,12177.0,15350.5,17149.5,14909.5,224.0,6355.5,53924.5,14077.0,1469.5,9658.0,147.0,253.0,12328.5,3070.5,"{""type"":""Point"",""coordinates"":[81.63848467610391,21.12701128658562]}",81.63848467610391,21.12701128658562
350,60.04709780000002,0.0866496765340129,0.102796469752815,-0.1535237421522681,21824.0,0.0,9633.5,10273.5,11966.0,13266.5,16306.5,19400.5,16898.0,160.0,6353.5,53890.0,14052.0,1470.0,9671.5,59.0,231.0,12325.5,3072.0,"{""type"":""Point"",""coordinates"":[81.65014190848464,21.130397699561787]}",81.65014190848464,21.130397699561787
956,59.94455720000002,0.0724661202629229,0.0883641211197867,-0.1297368889240318,21824.0,0.0,9038.0,9618.5,11006.0,11967.5,14287.5,16520.0,14797.5,224.0,6358.0,53860.0,13997.0,1468.0,9699.0,72.0,233.0,12339.0,3066.5,"{""type"":""Point"",""coordinates"":[81.67812353972289,21.144966199351977]}",81.67812353972289,21.144966199351977
60,59.93430314,0.0764336637600477,0.0955341048836778,-0.1454135550232492,21824.0,0.0,9856.0,10467.5,12130.0,13422.5,16258.0,18949.0,17101.5,160.0,6353.5,53857.0,14104.0,1470.5,9644.0,109.0,242.0,12290.5,3072.5,"{""type"":""Point"",""coordinates"":[81.62621028117688,21.120302717922243]}",81.62621028117688,21.120302717922243
553,59.92234007000002,0.090665398417571,0.0945045795170691,-0.1435821220139921,21824.0,0.0,9565.5,10211.5,11813.0,13050.0,15774.0,18919.5,16672.5,160.0,6354.5,53853.5,14054.0,1470.0,9680.5,102.0,240.0,12320.5,3071.5,"{""type"":""Point"",""coordinates"":[81.64924987070792,21.13097816365515]}",81.64924987070792,21.13097816365515
507,59.91721303999998,0.0692560658366191,0.0926342072409488,-0.1314015234382768,21824.0,0.0,8980.0,9574.5,10918.5,11810.5,14222.0,16338.5,14500.0,224.0,6354.5,53852.0,14077.0,1469.5,9632.5,103.0,240.0,12278.5,3070.5,"{""type"":""Point"",""coordinates"":[81.63902159755072,21.121921091075023]}",81.63902159755072,21.121921091075023
1244,59.886450860000025,0.0663831650042212,0.1050742070394907,-0.137490952036268,21824.0,0.0,9356.0,9895.0,11320.0,12090.0,14929.0,17052.0,15021.0,160.0,6363.0,53843.0,11105.0,1468.0,9723.0,44.0,228.0,12361.0,3067.0,"{""type"":""Point"",""coordinates"":[81.5825261918118,21.187642403737303]}",81.5825261918118,21.187642403737303
898,59.85397967000006,0.0847480813691021,0.0965172498565926,-0.1474437031574253,21824.0,0.0,9995.5,10703.5,12427.5,13781.5,16726.0,19823.5,17921.0,160.0,6355.0,53833.5,14093.5,1469.5,9633.0,162.0,259.0,12272.0,3070.5,"{""type"":""Point"",""coordinates"":[81.63107481467628,21.120654282879073]}",81.63107481467628,21.120654282879073
1101,59.67111560000001,0.0818294633912952,0.0977244695493627,-0.1404535071591732,21824.0,0.0,9465.5,10139.5,11571.0,12619.0,15352.5,18089.0,16119.5,192.0,6357.5,53780.0,14045.5,1469.0,9494.5,578.0,505.5,12135.0,3069.5,"{""type"":""Point"",""coordinates"":[81.65043608470879,21.15650835315668]}",81.65043608470879,21.15650835315668
1950,59.60959123999999,0.0855677385669093,0.0831862914521674,-0.1292194492907532,21824.0,0.0,9459.0,10040.5,11479.5,12600.0,14886.5,17672.5,16060.5,160.0,6362.5,53762.0,13991.0,1466.5,9658.0,88.0,236.0,12270.0,3064.0,"{""type"":""Point"",""coordinates"":[81.67762827164762,21.17667014189981]}",81.67762827164762,21.17667014189981
527,59.601046190000034,0.0623356293049467,0.0938276113951789,-0.1317310962475909,21824.0,0.0,9212.5,9923.0,11488.5,12405.5,14974.5,16965.5,15095.0,224.0,6355.5,53759.5,14045.0,1470.5,9615.0,106.0,241.0,12230.5,3072.0,"{""type"":""Point"",""coordinates"":[81.64935149545852,21.167591208264714]}",81.64935149545852,21.167591208264714
1775,59.43356320999999,0.0553869608364855,0.1259150052286013,-0.1655988783786182,21824.0,0.0,9487.0,10173.0,11754.0,12747.0,16419.5,18345.0,15805.5,177.0,6353.0,53710.5,14104.5,1471.0,9623.5,157.0,256.0,12217.0,3073.0,"{""type"":""Point"",""coordinates"":[81.62571331382193,21.122719474237968]}",81.62571331382193,21.122719474237968
629,59.33956766000006,0.0830965297511409,0.0879367890470676,-0.1469400211837782,21824.0,0.0,9551.5,10224.5,11879.5,13390.0,15972.0,18867.0,16660.5,160.0,6358.5,53683.0,13994.5,1467.0,9558.0,479.0,435.0,12150.0,3065.5,"{""type"":""Point"",""coordinates"":[81.68103937508734,21.130560879793983]}",81.68103937508734,21.130560879793983
574,59.31564151999999,0.035106179452841,0.1195545607576906,-0.1533711933528986,21824.0,0.0,8920.5,9596.5,11106.5,11899.0,15130.5,16231.5,14049.5,224.0,6354.5,53676.0,14078.5,1470.0,9632.5,103.0,240.0,12211.5,3071.5,"{""type"":""Point"",""coordinates"":[81.63801505224089,21.12249127311743]}",81.63801505224089,21.12249127311743
1519,59.281461320000005,0.0814463314463314,0.0928029052492571,-0.1490609921199708,21824.0,0.0,9945.5,10549.5,12256.5,13739.5,16550.5,19485.5,17563.0,145.0,6352.5,53666.0,14110.5,1471.0,9665.5,98.0,238.0,12235.5,3074.0,"{""type"":""Point"",""coordinates"":[81.62317580706065,21.12192802836497]}",81.62317580706065,21.12192802836497
2198,59.26266221000003,0.0650315521153905,0.0987634025608709,-0.1367828256104014,21824.0,0.0,9257.0,9930.0,11419.5,12335.0,15038.5,17130.5,15033.0,209.0,6358.0,53660.5,14068.5,1469.0,9676.0,148.0,253.0,12245.0,3068.5,"{""type"":""Point"",""coordinates"":[81.63947483655538,21.151284745460035]}",81.63947483655538,21.151284745460035
