longitude,latitude,Year,LST,NDVI,NDBI,NDWI
81.55702018058663,21.178393851755413,2026,49.16924915000004,0.1262346,0.036474254,-0.17609285
81.64803642620063,21.24326947806197,2026,44.293443620000005,0.1280199,0.019402234,-0.15538183
81.53645071915611,21.295511611389895,2026,44.33445986000004,0.19057384,-0.025695069,-0.20369563
81.5898481218558,21.165810307670377,2026,47.174834480000015,0.13802682,0.051069427,-0.1736455
81.49651446260243,21.26450190665363,2026,42.406696580000016,0.24831572,-0.10878398,-0.2356864
81.71259364518578,21.319762922116496,2026,48.62065694,0.108495556,0.06729675,-0.14977166
81.62663484544345,21.232946586015863,2026,44.68651592000003,0.09798871,0.0069882157,-0.120915666
81.6586846864913,21.241540100673056,2026,44.36864006000002,0.09610287,-0.023572009,-0.113370575
81.57320025818653,21.256160808556825,2026,46.83303248000004,0.11568041,-0.0015381863,-0.13315526
81.64538053436634,21.24176620699931,2026,43.63376576000002,0.12785317,-0.02130833,-0.14123577
81.68495149409891,21.23588425497677,2026,46.37159978,0.1204395,0.015411277,-0.1461095
81.64024013469614,21.255174749317234,2026,44.67626186000001,0.13028614,0.01079745,-0.15330072
81.72415010371883,21.232304383129524,2026,47.08596596000001,0.11682692,0.026141638,-0.15695482
81.68455562750782,21.13425405810118,2026,51.179044910000016,0.103798345,0.07403974,-0.14991815
81.74282244276601,21.315755301337926,2026,49.680243140000016,0.1316083,0.038556796,-0.17044482
81.57427633487214,21.311748940760065,2026,48.630911000000026,0.10728456,0.025524635,-0.13175717
81.63987122351382,21.326145259293124,2026,41.71796555000003,0.055972222,-0.02706232,-0.05582558
81.69537697681106,21.20182114824312,2026,46.41261602000003,0.094495125,0.04575324,-0.13764827
81.55535708428418,21.242192202994207,2026,45.27270635000002,0.15449345,0.006919253,-0.16963367
81.53035335729471,21.280893484828773,2026,51.80966960000001,0.10321375,0.042953935,-0.14617385
81.69794747931876,21.32556357940541,2026,47.966106110000055,0.10945322,0.015828034,-0.13507912
81.54580602126613,21.21891036125095,2026,51.21835213999998,0.09947934,0.048175633,-0.12721737
81.68977263983285,21.132725689063655,2026,51.269622440000035,0.11936268,0.07365245,-0.16506219
81.55041926008857,21.24676901469852,2026,50.23567138999999,0.08557789,0.036910787,-0.118415006
81.6866575917718,21.150244216507648,2026,46.06739600000003,0.095036976,0.048910353,-0.14109564
81.60084865093148,21.278525467420216,2026,48.13700711000001,0.13018714,-0.003939142,-0.14641796
81.64228739182798,21.27478402438701,2026,42.259721720000016,0.20311986,-0.055290543,-0.19592151
81.59225850159072,21.37399406610401,2026,47.85843848000002,0.09171076,0.04540127,-0.13954344
81.57282532580037,21.2603350837669,2026,46.63820534000001,0.05877077,0.025242573,-0.08568323
81.5469349830569,21.24255282267882,2026,37.93592641999999,0.40889257,-0.25544566,-0.37037438
81.53585292362075,21.276614978433166,2026,51.61484245999998,0.12214746,0.043259706,-0.16766511
81.63505095649121,21.277703446743107,2026,46.33058354000002,0.08598847,0.013710427,-0.10921277
81.56843645569496,21.170071216189402,2026,47.844766400000026,0.13822442,0.024476256,-0.17400374
81.5771061974977,21.24308022887342,2026,42.33662717000004,0.0870678,-0.06836572,-0.07847458
81.60254358567016,21.271251707556576,2026,45.38379200000003,0.114111826,-0.026209531,-0.12882438
81.59263771293783,21.346302467276654,2026,50.25959753000001,0.08515806,0.011541958,-0.12051636
81.71184960048532,21.193583212560938,2026,47.83793036000003,0.14510344,0.041603494,-0.17459491
81.65026563158605,21.3302395611071,2026,50.29548674,0.10736818,0.04218677,-0.12508085
81.64900309447046,21.36204080275643,2026,52.89659996,0.04422895,0.009645581,-0.055185106
81.57269817956022,21.201060529709864,2026,45.26757931999998,0.15976228,-0.011455122,-0.1798229
81.57860053848636,21.23863619177493,2026,46.046887879999986,0.17100106,-0.022661362,-0.17988522
81.49800342215238,21.23350281448119,2026,46.97146228999998,0.1255013,0.04535559,-0.16611572
81.56180122531883,21.365788618362195,2026,48.39164960000005,0.09529563,0.044151567,-0.1272586
81.56221727639878,21.300183902295448,2026,47.39700578000003,0.12660877,0.030199887,-0.15206534
81.50340535706542,21.286963566010705,2026,45.77857331000001,0.28308895,-0.14701661,-0.27563515
81.72486702330444,21.245322843546944,2026,45.585455180000054,0.1944464,-0.028973157,-0.21369854
81.63938043698964,21.292487512987215,2026,46.89626585000002,0.06893541,0.017301654,-0.09172694
81.66877256727851,21.24541403232235,2026,45.38721002,0.120370716,-0.013956921,-0.13985065
81.53302088022724,21.277715813142493,2026,51.399507200000016,0.12428571,-0.0950327,-0.16947767
81.61021254503339,21.347421086900862,2026,51.41317928000001,0.08362232,0.04805096,-0.11513038
81.55272753083574,21.314332800905593,2026,44.20628411000001,0.16518272,-0.014531772,-0.18493682
81.61410819827634,21.289276474221154,2026,51.074795300000005,0.046104927,0.028344067,-0.06372087
81.59162638178292,21.23966375221768,2026,43.192841180000016,0.17344674,-0.043098062,-0.18630126
81.52276552646931,21.21149451600381,2026,45.899913019999985,0.12246781,0.028890662,-0.15892337
81.66332420171499,21.203030088590943,2026,46.47755840000002,0.14443506,0.008683994,-0.16902623
81.57792434523898,21.28531530715112,2026,46.046887879999986,0.104725994,0.042195838,-0.12085303
81.5676226855256,21.18868202006896,2026,48.24809276000002,0.12375831,0.054156844,-0.15356897
81.7285505532883,21.230781320286457,2026,47.12356418000002,0.18271105,-0.009212462,-0.20167588
81.59837388587619,21.22978647993922,2026,45.56494706000001,0.0809078,0.044133753,-0.11986715
81.65675572891676,21.201676888971065,2026,43.21164028999999,0.23379897,-0.033972967,-0.22974792
81.63052967103897,21.244873688182953,2026,43.93796954000004,0.14373426,-0.026166178,-0.146894
81.50305235092233,21.29961358485872,2026,43.22018534000006,0.21419819,-0.08562429,-0.21559457
81.58223081581939,21.229084688299775,2026,46.49123048000001,0.14253448,0.018756943,-0.16810995
81.62075240319338,21.24936285291427,2026,44.816400680000015,0.0678446,0.021281013,-0.09576941
81.74872587507011,21.266320456261855,2026,48.596730800000046,0.09397861,0.058169957,-0.13321933
81.52852060950192,21.273321967304554,2026,49.140195980000044,0.13493937,-0.010957415,-0.15346456
81.57472511912817,21.16429162099055,2026,50.22029029999999,0.13541299,0.0643086,-0.17967889
81.73335319729989,21.273165332351237,2026,47.46194816000002,0.10664311,0.037938133,-0.1490314
81.70792514995624,21.264656094124692,2026,44.42674640000001,0.20255435,-0.037770897,-0.20545186
81.6444034809998,21.343395291774755,2026,45.740975090000006,0.08416385,0.0148955835,-0.106374145
81.6233390714087,21.139095081498567,2026,45.73584806000002,0.12390111,0.03155291,-0.15154412
81.67610915584282,21.314604606708595,2026,48.00199531999999,0.119966015,0.021627733,-0.13458465
81.55121749343999,21.207100830072196,2026,49.39312946000001,0.107833564,0.05954891,-0.16174462
81.67300236838084,21.133795627578536,2026,47.57986985000002,0.16253336,0.034343135,-0.1938177
81.62609589643532,21.304511641915504,2026,46.54933682000001,0.052835245,0.019780371,-0.08747118
81.56424002927022,21.17302605592006,2026,44.33616887000005,0.15633713,-0.023270065,-0.17461728
81.59165284231277,21.218715115854277,2026,46.07252303000001,0.10712244,0.004915141,-0.12751053
81.6211673331013,21.3782760474012,2026,41.64447812000003,0.14049265,0.008787108,-0.16134675
81.64907831254519,21.332705980164427,2026,47.024441600000046,0.0851719,0.014252076,-0.117314175
81.57115317070169,21.313030450393033,2026,49.16241310999999,0.10684351,0.040370073,-0.14046203
81.66623625765106,21.36262225854911,2026,46.393816910000055,0.11485779,-0.013664865,-0.11068467
81.58860721138589,21.19667197893525,2026,46.28785829000003,0.13624717,0.025956744,-0.1612225
