system:index,LST,NDBI,NDVI,NDWI,QA_PIXEL,QA_RADSAT,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,.geo
1538,48.20024048000005,0.0853976250449802,0.12441825485303747,-0.1514360786445592,21824.0,0.0,9591.5,10117.0,11707.0,12370.0,15885.5,18852.0,16694.0,209.0,5702.5,50424.0,184.0,1649.5,9732.0,70.0,350.0,10580.0,3527.5,"{""type"":""Point"",""coordinates"":[81.56147888350526,21.134098147934736]}"
1539,49.324769059999994,0.04185805783787281,0.1261501026537906,-0.16206991251127936,21824.0,0.0,8932.0,9418.0,10679.0,11492.0,14810.0,16104.0,13471.0,224.0,6001.0,50753.0,240.0,1569.0,9657.0,109.0,265.0,10644.0,3322.0,"{""type"":""Point"",""coordinates"":[81.55314177303592,21.34237618383729]}"
1540,45.96314639000002,0.006526717557251908,0.13428478047717615,-0.13258202071186145,21824.0,0.0,8409.5,8844.5,9967.5,9933.0,13014.5,13185.5,11284.0,224.0,6184.0,49769.5,421.5,1519.0,9678.0,68.0,290.5,10520.5,3195.0,"{""type"":""Point"",""coordinates"":[81.58416280576331,21.31046053706398]}"
1541,42.44087678000005,-0.08024853959744023,0.2566649242028228,-0.2477136465324385,21824.0,0.0,8676.0,9167.5,10508.5,10309.5,17429.0,14839.5,11880.5,224.0,6173.5,48739.0,397.5,1522.0,9637.5,62.0,271.0,10200.5,3201.5,"{""type"":""Point"",""coordinates"":[81.55355512407002,21.240838494334028]}"
1542,40.993345309999995,-0.028079323694398358,0.19325080238422743,-0.19901221827027624,21824.0,0.0,8807.5,9264.5,10866.0,10997.0,16265.5,15377.0,12848.0,224.0,6188.5,48315.5,240.5,1518.0,9615.0,168.0,380.5,10014.0,3191.5,"{""type"":""Point"",""coordinates"":[81.59064383926491,21.339611220769985]}"
1543,43.24752950000004,0.04629377484886444,0.16716656668666266,-0.19872672508214678,21824.0,0.0,9585.0,10223.0,11705.0,12495.0,17511.0,19211.0,16258.0,224.0,6017.0,48975.0,59.0,1562.0,9730.0,36.0,384.0,10425.0,3306.0,"{""type"":""Point"",""coordinates"":[81.72036106335239,21.262361348520916]}"
1544,51.01497995,0.02100200678153761,0.10501444973834258,-0.11930851695082875,21824.0,0.0,9243.0,10005.0,11131.5,11458.5,14147.5,14754.5,13626.0,224.0,6197.0,51247.5,4960.5,1513.0,9633.0,80.0,283.0,11238.5,3181.0,"{""type"":""Point"",""coordinates"":[81.63991936471957,21.302708036000723]}"
1545,45.464115470000024,0.030406148701174883,0.16051333368445075,-0.18736191690765722,21824.0,0.0,9230.0,9901.0,11310.5,11954.5,16526.0,17562.5,14591.0,224.0,6191.5,49623.5,233.0,1516.5,9487.0,383.0,382.0,10385.0,3187.5,"{""type"":""Point"",""coordinates"":[81.56649104708914,21.342932757504606]}"
1546,42.881801360000054,-0.023593940449242557,0.13429811866859623,-0.11203594230314495,21824.0,0.0,8015.5,8345.5,9388.0,8973.0,11757.0,11215.0,9910.0,224.0,6209.0,48868.0,4759.5,1509.0,9569.0,122.0,251.0,10392.5,3172.0,"{""type"":""Point"",""coordinates"":[81.66825228658422,21.36151409757365]}"
1547,49.89216038000001,-0.01818072542596989,0.2215452283952843,-0.23323869840576544,21824.0,0.0,8840.0,9291.0,10533.0,10796.0,16941.0,16336.0,13225.0,194.0,6364.0,50919.0,10721.0,1467.0,9710.0,112.0,233.0,11261.0,3065.0,"{""type"":""Point"",""coordinates"":[81.69602557381656,21.212064173393046]}"
1548,46.39894393999998,0.0065394676104016,0.13456047093968282,-0.12585552988360435,21824.0,0.0,8502.0,8934.0,10026.0,9850.0,12913.0,13083.0,11223.0,224.0,5998.0,49897.0,550.0,1570.0,9649.0,81.0,259.0,10424.0,3324.0,"{""type"":""Point"",""coordinates"":[81.58925854365248,21.30708350390142]}"
1549,52.83849362000001,-0.011986125949450453,0.17682698526158142,-0.2062030107977044,21824.0,0.0,9018.5,9737.0,11376.5,12092.0,17287.0,16877.5,13872.0,224.0,6355.5,51781.0,14095.5,1471.0,9602.0,266.0,296.0,11487.5,3072.5,"{""type"":""Point"",""coordinates"":[81.62521443708637,21.166390753956644]}"
1550,46.24513304000004,0.021008902077151337,0.12849380399515264,-0.14478328111987945,21824.0,0.0,8926.0,9430.5,10783.0,11147.0,14434.0,15053.5,13265.5,224.0,6173.5,49852.0,339.5,1521.5,9723.0,101.0,276.5,10588.5,3201.0,"{""type"":""Point"",""coordinates"":[81.54760687665417,21.23470542835896]}"
1551,45.33252170000003,-0.016468633153302867,0.193529503590384,-0.19682235310231475,21824.0,0.0,8563.0,8974.5,10262.0,10332.5,15291.5,14796.0,12285.0,224.0,6179.5,49585.0,739.5,1520.0,9582.5,189.0,266.5,10387.0,3196.0,"{""type"":""Point"",""coordinates"":[81.50676037281154,21.27180930184458]}"
1552,50.297195750000014,0.03190206247738512,0.12898234756311977,-0.1519913885898816,21824.0,0.0,9693.5,10495.5,11817.0,12385.0,16053.0,17111.0,15382.0,224.0,6207.5,51037.5,5106.5,1507.5,9617.0,39.0,276.0,11161.5,3169.5,"{""type"":""Point"",""coordinates"":[81.7714051483186,21.273024761125416]}"
1553,42.203324390000034,-0.016472628189249442,0.2013247214242585,-0.20615791600837713,21824.0,0.0,8764.5,9235.0,10803.0,10912.5,16414.0,15882.0,13297.0,224.0,6181.5,48669.5,692.5,1519.5,9775.0,183.0,309.5,10204.5,3195.5,"{""type"":""Point"",""coordinates"":[81.54115434499224,21.28976397110916]}"
1554,50.22712634000004,0.05742549224107961,0.09970501474926254,-0.13662868249552193,21824.0,0.0,9283.0,9949.0,11327.0,12208.0,14912.0,16729.0,14895.0,224.0,6034.0,51017.0,278.0,1558.0,9707.0,60.0,277.0,10833.0,3296.0,"{""type"":""Point"",""coordinates"":[81.74308725174429,21.330843276390773]}"
1555,47.30984626999998,0.06953857033413872,0.14622769923229098,-0.17035746715341993,21824.0,0.0,8982.0,9665.5,11192.5,11760.5,15789.0,18149.0,15254.0,209.0,6193.5,50163.5,5473.5,1510.5,9648.0,92.0,421.0,10885.0,3176.5,"{""type"":""Point"",""coordinates"":[81.72657851189139,21.19173100921055]}"
1556,46.733909900000015,0.029217858143685195,0.1188549670225063,-0.15027699620768598,21824.0,0.0,9656.5,10447.5,12155.5,12959.0,16455.0,17445.5,15622.0,209.0,5899.0,49995.0,5153.5,1595.0,9668.0,119.0,326.0,10697.0,3390.5,"{""type"":""Point"",""coordinates"":[81.67041569289731,21.255334252717024]}"
1557,50.780845580000005,0.06202169115920935,0.14173048348382672,-0.1632023289665211,21824.0,0.0,8874.5,9435.5,10779.0,11263.5,14983.5,16965.0,14049.0,209.0,6196.0,51179.0,5430.0,1509.5,9589.0,207.0,328.5,11187.0,3175.0,"{""type"":""Point"",""coordinates"":[81.7551251438109,21.208630505105226]}"
1558,42.341754200000025,-0.08426731751180191,0.26607293522077435,-0.24694846084242794,21824.0,0.0,8554.5,9040.5,10195.0,9786.0,16881.5,14257.5,11709.0,224.0,6189.0,48710.0,208.0,1518.0,9600.0,105.0,356.5,10174.0,3191.5,"{""type"":""Point"",""coordinates"":[81.58435648109474,21.34768738101521]}"
1559,52.52403578000002,0.016890982503364738,0.10766547880809765,-0.12719416689170943,21824.0,0.0,9255.0,10061.0,11312.0,11769.0,14609.0,15111.0,14005.0,224.0,6377.0,51689.0,9970.0,1463.0,9687.0,87.0,229.0,11531.0,3055.0,"{""type"":""Point"",""coordinates"":[81.63462737867049,21.28467235999654]}"
1560,41.58295376000001,-0.10098176718092566,0.18118478296424717,-0.21386311684819148,21824.0,0.0,8949.0,9815.0,11693.0,12516.0,18055.0,14743.0,13608.0,224.0,5978.0,48488.0,343.0,1573.0,9692.0,55.0,276.0,10428.0,3333.0,"{""type"":""Point"",""coordinates"":[81.5466684574182,21.152321646699317]}"
1561,48.880426460000024,0.07122001488521211,0.14435862166261065,-0.19094112465129937,21824.0,0.0,9467.0,9870.0,11021.0,12130.0,16223.0,18711.0,15647.0,224.0,6016.0,50623.0,346.0,1562.0,9705.0,107.0,298.0,10629.0,3306.0,"{""type"":""Point"",""coordinates"":[81.55060983545519,21.36336318414038]}"
1562,55.88394944000004,0.035793352450856575,0.13308422964101133,-0.16926126126126126,21824.0,0.0,9214.0,9982.5,11526.5,12412.5,16223.5,17428.0,14567.5,224.0,6356.5,52672.0,14049.5,1470.0,9635.0,171.0,257.5,11839.5,3071.0,"{""type"":""Point"",""coordinates"":[81.64764204986992,21.16309945053572]}"
1563,45.274415360000035,-0.020935077353915508,0.17697547147525494,-0.16855601594871394,21824.0,0.0,8855.0,9463.0,10635.0,10452.0,14947.0,14334.0,11972.0,224.0,6004.0,49568.0,422.0,1568.0,9585.0,135.0,345.0,10315.0,3320.0,"{""type"":""Point"",""coordinates"":[81.59425647496472,21.33466580606274]}"
1564,50.893640240000025,0.038699320285548386,0.10359971766920241,-0.1313261245327009,21824.0,0.0,8809.0,9414.0,10805.0,11430.0,14072.0,15205.0,13223.0,224.0,6372.0,51212.0,9964.0,1466.0,9704.0,70.0,225.0,11369.0,3061.0,"{""type"":""Point"",""coordinates"":[81.66292421568646,21.282445587084833]}"
1565,48.02763047000002,-0.07625134888353947,0.22557471264367815,-0.21355297641332835,21824.0,0.0,8722.5,9139.5,10503.0,10241.0,16207.0,13910.5,11525.5,224.0,6184.0,50373.5,634.5,1518.5,9712.0,93.0,282.5,10591.5,3193.0,"{""type"":""Point"",""coordinates"":[81.56002370816405,21.28637144085995]}"
1566,47.62601312000004,0.007927519818799546,0.11026615969581749,-0.1178988967561337,21824.0,0.0,8971.0,9528.0,10714.0,10881.0,13578.0,13795.0,12433.0,224.0,5999.0,50256.0,634.0,1569.0,9702.0,87.0,258.0,10592.0,3322.0,"{""type"":""Point"",""coordinates"":[81.56728988798882,21.30362507942223]}"
1567,49.451235800000006,0.0334028489625676,0.09405881176235246,-0.10842689797738235,21824.0,0.0,9125.0,9872.0,10998.0,11322.0,13673.0,14618.0,13340.0,224.0,6014.0,50790.0,702.0,1565.0,9624.0,215.0,288.0,10765.0,3313.0,"{""type"":""Point"",""coordinates"":[81.64029224511367,21.352964637408203]}"
1568,45.39746408000002,-0.015172314139151795,0.1654777704047777,-0.15589009542612703,21824.0,0.0,8608.0,9105.0,10261.0,10061.0,14051.0,13631.0,11401.0,224.0,6014.0,49604.0,545.0,1566.0,9575.0,121.0,266.0,10358.0,3313.0,"{""type"":""Point"",""coordinates"":[81.62612931411873,21.361865344394584]}"
1569,47.83793036000003,0.035060368847021364,0.13896991171231135,-0.15851934449732183,21824.0,0.0,8721.0,9163.5,10565.0,10996.0,14545.5,15602.5,13396.5,224.0,6188.0,50318.0,639.0,1517.0,9689.5,104.0,277.5,10705.0,3189.0,"{""type"":""Point"",""coordinates"":[81.51878211836633,21.311774796533708]}"
1570,45.308595560000015,-0.029632502993608013,0.1558559581960695,-0.16717011432722823,21824.0,0.0,8475.5,9255.5,10890.5,11146.5,15262.5,14384.0,12021.5,224.0,5886.5,49578.0,5880.5,1600.0,9629.0,160.0,324.5,10544.5,3402.0,"{""type"":""Point"",""coordinates"":[81.6082798787506,21.132515159833694]}"
1571,42.32124608000004,0.023302733783920105,0.08243273459044496,-0.10369722992742333,21824.0,0.0,9301.0,10063.0,11794.0,12311.0,14523.0,15216.0,14024.0,224.0,6027.0,48704.0,458.0,1559.0,9692.0,81.0,261.0,10318.0,3299.0,"{""type"":""Point"",""coordinates"":[81.69098809453001,21.32223019203733]}"
1572,51.36190898000001,0.009466100748352508,0.17248673751012247,-0.20824959978200894,21824.0,0.0,8844.5,9723.0,11622.5,12518.0,17736.5,18075.5,14541.0,224.0,6358.5,51349.0,13970.0,1467.5,9732.0,101.0,232.0,11428.0,3066.0,"{""type"":""Point"",""coordinates"":[81.69338392224803,21.15180524510897]}"
1573,43.914043400000025,0.04184414933600601,0.1403861924998136,-0.15642246919180464,21824.0,0.0,9200.0,9726.0,11158.0,11530.0,15296.0,16632.0,14935.0,224.0,6030.0,49170.0,423.0,1558.0,9672.0,76.0,262.0,10457.0,3297.0,"{""type"":""Point"",""coordinates"":[81.70489693623792,21.319730118008746]}"
1574,45.26416130000001,0.027841815924809363,0.10332890552670772,-0.11472609703525967,21824.0,0.0,9115.0,9672.0,10884.0,11138.0,13705.0,14490.0,13197.0,224.0,6017.0,49565.0,504.0,1564.0,9584.0,112.0,266.0,10526.0,3310.0,"{""type"":""Point"",""coordinates"":[81.66125515920471,21.336755088355837]}"
1575,45.54785695999999,0.059966245307064375,0.08811099593333865,-0.105118237771299,21824.0,0.0,9058.0,9598.0,11050.0,11436.0,13646.0,15387.0,13851.0,224.0,6035.0,49648.0,131.0,1558.0,9690.0,62.0,347.0,10630.0,3295.0,"{""type"":""Point"",""coordinates"":[81.7057426208479,21.364270687735317]}"
1576,45.54272993000001,-0.015047879616963064,0.15474177682139564,-0.16157087085926328,21824.0,0.0,8608.5,9266.5,10845.5,10998.5,15025.5,14580.0,12473.5,224.0,6206.0,49646.5,5198.0,1507.5,9574.0,119.0,274.0,10659.5,3169.5,"{""type"":""Point"",""coordinates"":[81.76180777201245,21.26088300657698]}"
1577,50.768882510000026,0.06960780210120966,0.1524662127130068,-0.186738089729672,21824.0,0.0,9168.5,9876.0,11424.5,12260.0,16671.0,19165.5,15422.5,224.0,6199.5,51175.5,5529.5,1506.5,9654.0,137.0,357.0,11237.0,3169.0,"{""type"":""Point"",""coordinates"":[81.7482474490152,21.18409315878781]}"
1578,45.88965896000002,0.016054968996145468,0.10806628165930623,-0.12938098718885854,21824.0,0.0,9232.0,9762.0,11315.0,11815.0,14678.0,15157.0,13765.0,224.0,5424.0,49748.0,474.0,1727.0,9693.0,84.0,378.0,10353.0,3726.0,"{""type"":""Point"",""coordinates"":[81.61957775959203,21.364186731476902]}"
1579,50.49544091000001,0.03266318761228505,0.1325774269802476,-0.14859209296655967,21824.0,0.0,8979.5,9466.0,10477.0,10825.0,14134.0,15088.5,13759.5,224.0,6181.5,51095.5,758.5,1519.5,9583.0,83.0,253.5,10867.5,3195.5,"{""type"":""Point"",""coordinates"":[81.52570716336612,21.289788919997367]}"
1580,46.810815349999984,-5.271759186040382E-5,0.14323021293692245,-0.14974342397672633,21824.0,0.0,8694.5,9152.5,10521.5,10662.5,14227.5,14226.0,12015.5,224.0,5891.5,50017.5,5615.5,1597.5,9695.5,96.0,323.0,10754.5,3397.0,"{""type"":""Point"",""coordinates"":[81.6297690607069,21.175078133145774]}"
1581,48.376268510000045,0.019202567243491314,0.13274618419479536,-0.15228539576365663,21824.0,0.0,8750.5,9178.5,10455.5,10881.0,14212.0,14768.5,13093.5,224.0,6178.5,50475.5,746.5,1520.0,9535.0,210.0,278.0,10584.0,3197.0,"{""type"":""Point"",""coordinates"":[81.51069644698534,21.270639984454323]}"
1582,49.93317662000004,0.07474931631722881,0.12037088139522048,-0.1559706167074768,21824.0,0.0,9015.0,9632.5,11116.5,11953.5,15225.0,17685.0,14382.5,224.0,6194.5,50931.0,5495.0,1510.0,9667.0,50.0,298.0,11156.0,3176.0,"{""type"":""Point"",""coordinates"":[81.73655297794843,21.194506465361407]}"
1583,44.37889412000004,-0.037707536666828016,-0.01941680960548885,0.019618603374948553,21824.0,0.0,8803.5,9447.0,11148.0,11143.5,10719.0,9940.0,9272.0,208.0,6197.5,49306.0,4970.0,1513.0,9653.0,61.0,244.0,10586.5,3181.0,"{""type"":""Point"",""coordinates"":[81.63283238351615,21.31505978197268]}"
1584,48.93511478000005,0.01838534175473704,0.16626112153351785,-0.18104696875646598,21824.0,0.0,8804.5,9384.0,10884.5,11221.5,15697.0,16285.0,13856.0,224.0,6199.5,50639.0,5303.5,1509.0,9473.0,927.0,738.5,10927.5,3173.5,"{""type"":""Point"",""coordinates"":[81.75111745986291,21.228011827192887]}"
1585,44.963375540000015,-0.045559821060312825,0.2114472668455685,-0.2111801242236025,21824.0,0.0,8551.5,9176.5,10731.5,10725.5,16477.5,15041.5,12141.5,224.0,6189.0,49477.0,5292.5,1514.0,9653.0,66.0,345.0,10652.0,3185.0,"{""type"":""Point"",""coordinates"":[81.72880484634771,21.226979969015325]}"
1586,51.713965040000005,0.06105379577306582,0.07638971433099569,-0.10529313641726677,21824.0,0.0,9527.0,9924.5,10995.5,11655.5,13583.5,15350.0,14051.0,224.0,6203.5,51452.0,5355.5,1507.0,9665.0,74.0,269.5,11345.0,3169.5,"{""type"":""Point"",""coordinates"":[81.7660249564485,21.231672875296727]}"
1587,48.817193090000046,0.045662576961493166,0.14228614253595517,-0.16862301246828165,21824.0,0.0,9366.0,9952.5,11385.5,12017.0,16004.0,17535.5,14793.0,224.0,5982.0,50604.5,381.0,1574.0,9632.0,61.0,278.0,10563.5,3333.0,"{""type"":""Point"",""coordinates"":[81.55526915150287,21.202812479831916]}"
1588,42.94845275,-0.004729358637944712,0.16190610610257405,-0.17708668453976764,21921.0,0.0,9028.5,9764.5,11510.5,11876.0,16464.5,16309.5,13793.5,224.0,5892.0,48887.5,5085.0,1598.5,9664.0,103.0,458.0,10378.5,3398.5,"{""type"":""Point"",""coordinates"":[81.6821843336626,21.26281100695418]}"
1589,55.42251673999999,0.01106933055467464,0.15859311418562683,-0.18870938464331094,21824.0,0.0,8936.0,9647.0,11173.5,11889.5,16371.5,16738.0,14077.0,209.0,6354.5,52537.0,14046.5,1469.0,9706.5,48.0,226.0,11843.5,3070.0,"{""type"":""Point"",""coordinates"":[81.65455615570521,21.121016899670895]}"
1590,42.62715887000002,-0.03682551655397215,0.18777292576419213,-0.22222927913623372,21921.0,0.0,9208.5,10227.5,12246.0,13159.5,19244.0,17877.0,14082.0,192.0,5892.5,48793.5,5740.0,1597.5,9647.0,116.0,462.0,10348.0,3396.0,"{""type"":""Point"",""coordinates"":[81.59077798439229,21.15235642987383]}"
1591,40.588309940000045,-0.11412023555296706,0.26573298044405236,-0.24813774354327142,21824.0,0.0,8509.5,8955.0,10371.0,9987.5,17216.5,13689.5,11425.0,224.0,6173.5,48197.0,328.5,1521.5,9631.5,88.0,274.0,10005.5,3201.0,"{""type"":""Point"",""coordinates"":[81.54825182602791,21.233297743688336]}"
1592,39.183503719999976,-0.04832132662770151,0.18376117570315798,-0.17973231357552583,21824.0,0.0,8601.0,9071.0,10725.0,10636.0,15425.0,14003.0,11993.0,224.0,5969.0,47786.0,525.0,1578.0,9761.0,47.0,257.0,10047.0,3344.0,"{""type"":""Point"",""coordinates"":[81.50084633207294,21.193950923654846]}"
1593,45.893076980000046,0.06705192056672876,0.16515518414763464,-0.20687224380727554,21824.0,0.0,9622.0,10284.5,12095.0,13187.0,18404.5,21050.0,17011.5,224.0,5707.0,49749.0,230.0,1647.5,9654.0,127.0,356.5,10332.5,3523.5,"{""type"":""Point"",""coordinates"":[81.56013690305733,21.145501110353784]}"
1594,55.149075140000036,0.019075662527205224,0.16086511874550208,-0.1695031672136152,21824.0,0.0,8919.0,9752.0,10882.0,11077.0,15324.0,15920.0,14679.0,224.0,6376.0,52457.0,11034.0,1458.0,9671.0,129.0,242.0,11791.0,3046.0,"{""type"":""Point"",""coordinates"":[81.7385821130437,21.182939285408928]}"
1595,50.50227695000001,0.032883686297598226,0.11470371035666527,-0.13038374352331605,21824.0,0.0,8939.5,9499.0,10741.5,11089.0,13962.5,14912.0,12731.0,224.0,6194.5,51097.5,4810.0,1516.5,9643.0,96.0,247.0,11204.5,3188.0,"{""type"":""Point"",""coordinates"":[81.63068010886998,21.366008281006096]}"
1596,49.89386939000002,0.013252885990304468,0.13414707473994347,-0.1501219512195122,21824.0,0.0,8725.0,9163.5,10453.5,10800.0,14146.5,14526.5,12565.5,224.0,6190.0,50919.5,643.0,1516.0,9689.5,104.0,279.5,10746.5,3187.0,"{""type"":""Point"",""coordinates"":[81.51802379743833,21.312243068218628]}"
1597,51.009852920000014,-0.01485446425743515,0.1473895294707441,-0.17018479292966182,21824.0,0.0,9039.0,9732.0,11361.0,11905.0,16021.0,15552.0,13408.0,224.0,6371.0,51246.0,10032.0,1466.0,9662.0,95.0,230.0,11348.0,3062.0,"{""type"":""Point"",""coordinates"":[81.66438430328283,21.27606456446876]}"
1598,45.27270635000002,0.025837292933377623,0.16040462427745664,-0.1943057473706576,21793.0,0.0,10196.5,10586.5,11376.0,12201.0,16863.0,17757.5,15051.5,224.0,6188.5,49567.5,5506.5,1512.5,9690.5,40.0,447.0,10735.5,3181.5,"{""type"":""Point"",""coordinates"":[81.71020295199739,21.185300841630273]}"
1599,41.49750326000003,-0.06405407819898157,0.2371719410013157,-0.22895958727429064,21824.0,0.0,8747.0,9410.0,11209.0,11016.0,17866.0,15715.0,12816.0,224.0,5983.0,48463.0,211.0,1574.0,9740.0,72.0,322.0,10002.0,3334.0,"{""type"":""Point"",""coordinates"":[81.58902424580937,21.213520928544135]}"
1600,57.58612340000002,0.06984726274240605,0.09078268505982656,-0.12854682087489824,21824.0,0.0,9146.5,9877.0,11509.5,12424.0,14905.0,17143.5,15351.5,224.0,6356.5,53170.0,14005.5,1468.5,9735.5,72.0,231.0,12106.5,3068.5,"{""type"":""Point"",""coordinates"":[81.67336387136446,21.14568154027059]}"
1601,45.80420846000004,0.043975502379908056,0.11466777786195924,-0.1477328132618235,21824.0,0.0,8941.0,9530.5,10925.0,11685.5,14712.5,16066.0,13593.0,224.0,5375.5,49723.0,653.5,1785.0,9576.0,121.0,287.0,10370.5,3882.0,"{""type"":""Point"",""coordinates"":[81.59470725026607,21.28763447830769]}"
1602,54.23817281000004,-0.11018784171493531,0.300516820444529,-0.3062530851419563,21824.0,0.0,8663.0,9243.5,10892.0,11030.5,20508.5,16437.5,12827.5,224.0,6352.5,52190.5,14064.0,1471.0,9583.0,178.0,259.0,11617.5,3073.5,"{""type"":""Point"",""coordinates"":[81.64521956229312,21.123281703018186]}"
1603,45.927257180000026,0.011858315235148277,0.11136569971034542,-0.1144009016819837,21824.0,0.0,9244.0,9486.0,10214.5,10277.5,12853.5,13162.0,11627.5,224.0,6205.0,49759.0,4841.0,1511.0,9493.0,524.0,440.5,10631.0,3176.0,"{""type"":""Point"",""coordinates"":[81.69572107257243,21.338510638432513]}"
1604,39.805583360000014,-0.04691574550573466,0.05111214087117701,-0.040432997729514024,21824.0,0.0,8574.0,9182.0,10460.0,10238.5,11341.5,10325.0,9563.5,224.0,6183.5,47968.0,240.5,1520.5,9566.0,231.0,325.5,9893.0,3197.0,"{""type"":""Point"",""coordinates"":[81.58588501660604,21.337554386551542]}"
1605,50.76204647000003,0.05698665678280208,0.09375223901984667,-0.14111117340359927,21824.0,0.0,9369.0,9990.0,11490.0,12648.5,15265.5,17110.5,15198.0,224.0,6185.0,51173.5,721.0,1517.5,9770.0,50.0,246.0,10847.5,3191.5,"{""type"":""Point"",""coordinates"":[81.51521907515118,21.299605616250556]}"
1606,50.26472455999999,0.07002570128781319,0.15070915955239617,-0.1855070432405915,21824.0,0.0,9560.5,10128.5,11622.0,12485.0,16916.0,19463.5,16719.0,224.0,6198.0,51028.0,5190.0,1510.5,9630.0,106.0,382.5,11169.5,3176.5,"{""type"":""Point"",""coordinates"":[81.73836613741237,21.244369765585674]}"
1607,47.38333369999998,-0.006228686756211288,0.12403793827256472,-0.1352911153861254,21824.0,0.0,8775.5,9413.0,11012.5,11267.5,14458.5,14279.5,12708.5,224.0,5897.5,50185.0,5200.0,1595.0,9639.0,87.0,370.5,10745.0,3391.5,"{""type"":""Point"",""coordinates"":[81.71382829669272,21.243200610584445]}"
1608,48.47368208,0.019291529955037065,0.17391857737694782,-0.1870633227917923,21824.0,0.0,9018.5,9647.0,11053.5,11358.0,16140.5,16775.5,14272.0,209.0,6194.5,50504.0,5190.0,1513.0,9620.0,79.0,291.5,10979.5,3182.0,"{""type"":""Point"",""coordinates"":[81.73273059646007,21.25344894331009]}"
1609,55.24990673000002,0.02425423560038124,0.17796974016383588,-0.21591150818974686,21824.0,0.0,8819.0,9521.5,11058.0,11966.5,17148.0,18000.5,14549.5,224.0,6354.5,52486.5,14024.5,1470.0,9742.0,47.0,225.0,11855.5,3071.5,"{""type"":""Point"",""coordinates"":[81.66273617233884,21.148789821058593]}"
1610,52.84874768000003,0.041305144812415984,0.13708011740406567,-0.17181373464281713,21824.0,0.0,8791.5,9484.5,11089.0,11907.0,15690.0,17042.0,14608.0,224.0,6369.5,51784.0,13906.0,1461.0,9617.0,114.0,236.0,11498.0,3052.0,"{""type"":""Point"",""coordinates"":[81.73535910995088,21.164505231774378]}"
1611,49.14190499000006,0.005908260822859598,0.13636642721188677,-0.13802008608321378,21824.0,0.0,8794.0,9374.0,10514.0,10549.5,13881.0,14046.0,12800.0,224.0,6198.0,50699.5,4956.0,1512.5,9711.0,64.0,246.0,11106.5,3180.5,"{""type"":""Point"",""coordinates"":[81.64087711628272,21.31662828430934]}"
1612,47.819131250000055,0.024413776468358576,0.07849075290935756,-0.10421216848673948,21824.0,0.0,9399.5,10097.0,11484.0,12095.5,14156.0,14864.5,13963.5,224.0,6201.5,50312.5,4958.0,1511.5,9681.0,83.0,247.0,10952.5,3177.0,"{""type"":""Point"",""coordinates"":[81.6392253002074,21.323344012722945]}"
1613,43.37057822000003,0.03484365028717294,0.11669804703363237,-0.15072662253671157,21824.0,0.0,9259.0,9832.0,11162.0,11963.0,15124.0,16216.0,14019.0,224.0,6020.0,49011.0,75.0,1561.0,9636.0,110.0,383.0,10307.0,3303.0,"{""type"":""Point"",""coordinates"":[81.72254260677748,21.266321994065674]}"
1614,43.72947032000002,-0.06641451044442534,0.20323563073461232,-0.20116189000774592,21824.0,0.0,8534.0,9021.5,10313.0,10268.5,15507.0,13575.5,11341.0,224.0,6186.5,49116.0,573.5,1517.0,9688.0,64.0,264.0,10329.0,3189.5,"{""type"":""Point"",""coordinates"":[81.57456555328675,21.27735772658425]}"
1615,48.98125805000001,-0.029109066679511263,0.20815034022581191,-0.227116956713189,21824.0,0.0,8454.0,8926.5,10092.5,10502.5,16024.0,15117.5,12272.0,209.0,6369.5,50652.5,13943.0,1462.0,9761.5,73.0,224.0,11201.5,3054.5,"{""type"":""Point"",""coordinates"":[81.7065640186965,21.18193777367781]}"
1616,43.763650520000056,-0.04834265403616324,0.15388618703228468,-0.1709280303030303,21824.0,0.0,9456.0,10261.0,11381.5,11787.0,16074.5,14592.0,15101.0,224.0,5718.5,49126.0,534.5,1644.5,9642.0,162.0,301.0,10451.5,3515.5,"{""type"":""Point"",""coordinates"":[81.58892516874367,21.274175973139823]}"
1617,48.40361267000003,-0.007145787746170678,0.15210419274092615,-0.16011263611838608,21824.0,0.0,8812.0,9388.5,10663.0,10839.5,14728.5,14519.5,12404.0,224.0,6191.0,50483.5,4961.5,1517.0,9639.0,144.0,259.0,10981.0,3189.5,"{""type"":""Point"",""coordinates"":[81.63647574641303,21.33092376858381]}"
1618,48.639456050000035,0.07489307734858808,0.07315240867687106,-0.09582560889854887,21824.0,0.0,10697.5,11981.0,14144.0,14805.0,17142.0,19917.5,18903.0,224.0,6203.5,50552.5,5238.5,1508.0,9656.0,53.0,279.0,11020.0,3171.0,"{""type"":""Point"",""coordinates"":[81.76042493961671,21.248023065759842]}"
1619,56.84270405000001,0.07325465576046603,0.099851342396074,-0.14951049212856368,21824.0,0.0,9123.5,9815.5,11358.5,12564.5,15352.0,17779.0,15687.0,224.0,6357.5,52952.5,13973.0,1467.0,9461.5,864.0,701.5,11797.0,3066.0,"{""type"":""Point"",""coordinates"":[81.69368563210227,21.132761491231687]}"
